id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
456,Texas,Corpus Christi,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.23,74.88,80,23,SE,0.56,0,1017,100,1679421600,-18000
457,Texas,Corpus Christi,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,69.39,78.64,68,23,SE,0,0,1018,94,1679508000,-18000
458,Texas,Corpus Christi,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,70.75,82.89,66,26,SE,0,0,1014,59,1679594400,-18000
459,Texas,Corpus Christi,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.03,87.04,67,21,SE,0.24,0,1008,100,1679680800,-18000
460,Texas,Corpus Christi,5,Sat 3/25,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,62.69,83.19,14,12,E,0,0,1014,13,1679767200,-18000
461,Texas,El Paso,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,51.73,71.24,36,28,SW,0,0,1011,98,1679425200,-21600
462,Texas,El Paso,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.92,73.42,26,28,SW,0,0,1013,100,1679511600,-21600
463,Texas,El Paso,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.87,63.09,54,26,SW,0.19,0,1016,82,1679598000,-21600
464,Texas,El Paso,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,43.29,58.73,28,27,W,0,0,1016,11,1679684400,-21600
465,Texas,El Paso,5,Sat 3/25,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.01,66.65,21,23,SW,0,0,1013,58,1679770800,-21600
466,Texas,Fort Worth-Dallas,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.25,70.39,85,20,S,0,0,1015,100,1679421600,-18000
467,Texas,Fort Worth-Dallas,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,64.58,76.69,72,19,S,0,0,1016,100,1679508000,-18000
468,Texas,Fort Worth-Dallas,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.78,77.05,77,21,S,0.38,0,1013,100,1679594400,-18000
469,Texas,Fort Worth-Dallas,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.88,78.51,29,19,SW,4.75,0,1005,70,1679680800,-18000
470,Texas,Fort Worth-Dallas,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.25,74.08,23,11,SW,0,0,1012,2,1679767200,-18000
471,Texas,Houston/Galveston,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.74,70,78,19,SE,0.94,0,1020,99,1679421600,-18000
472,Texas,Houston/Galveston,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,67.46,72.91,79,15,SE,0,0,1021,89,1679508000,-18000
473,Texas,Houston/Galveston,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,66.58,75.47,79,16,SE,0,0,1017,54,1679594400,-18000
474,Texas,Houston/Galveston,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.82,76.06,79,19,S,5.24,0,1008,82,1679680800,-18000
475,Texas,Houston/Galveston,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.22,79.38,28,9,W,0,0,1014,1,1679767200,-18000
476,Texas,Lubbock,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.47,75.02,33,28,SW,0,0,1009,63,1679421600,-18000
477,Texas,Lubbock,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,58.19,80.49,22,24,SW,0,0,1011,59,1679508000,-18000
478,Texas,Lubbock,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,56.8,77.56,20,26,SW,0,0,1008,34,1679594400,-18000
479,Texas,Lubbock,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.21,64.47,16,27,W,0,0,1006,0,1679680800,-18000
480,Texas,Lubbock,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,45.72,65.44,16,21,W,0,0,1012,26,1679767200,-18000
481,Texas,Midland/Odessa,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.77,79.21,31,23,S,0,0,1011,75,1679421600,-18000
482,Texas,Midland/Odessa,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.5,86.76,36,23,SE,0.28,0,1013,70,1679508000,-18000
483,Texas,Midland/Odessa,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,60.12,82.4,21,22,SW,0.33,0,1009,29,1679594400,-18000
484,Texas,Midland/Odessa,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.96,67.57,15,34,SW,0,0,1009,0,1679680800,-18000
485,Texas,Midland/Odessa,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.22,69.3,14,16,SW,0,0,1013,33,1679767200,-18000
486,Texas,San Angelo,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,48.96,78.82,43,22,S,0,0,1013,83,1679421600,-18000
487,Texas,San Angelo,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,61.59,85.95,48,22,S,0,0,1014,100,1679508000,-18000
488,Texas,San Angelo,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.48,79.12,72,20,S,1.07,0,1011,99,1679594400,-18000
489,Texas,San Angelo,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.81,72.86,14,33,SW,0,0,1009,0,1679680800,-18000
490,Texas,San Angelo,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.98,75.33,12,16,W,0,0,1012,25,1679767200,-18000
491,Arizona,Flagstaff,1,Tue 3/21,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.23,35.38,99,20,S,34.04,6.9,1009,100,1679425200,-25200
492,Arizona,Flagstaff,2,Wed 3/22,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,19.58,35.35,96,29,S,15.57,12.04,1015,92,1679511600,-25200
493,Arizona,Flagstaff,3,Thu 3/23,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,20.71,32.92,91,12,SW,0,3.83,1019,95,1679598000,-25200
494,Arizona,Flagstaff,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,16.95,35.01,76,14,W,0,0.61,1020,60,1679684400,-25200
495,Arizona,Flagstaff,5,Sat 3/25,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,16.84,33.3,78,12,SW,0,8.35,1014,74,1679770800,-25200
496,Arizona,Phoenix,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.02,65.14,55,16,S,0.96,0,1012,100,1679425200,-25200
497,Arizona,Phoenix,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.61,62.8,49,21,S,3.6,0,1017,99,1679511600,-25200
498,Arizona,Phoenix,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.23,65.03,36,14,SW,0,0,1019,5,1679598000,-25200
499,Arizona,Phoenix,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,54.25,67.87,32,11,SW,0,0,1020,19,1679684400,-25200
500,Arizona,Phoenix,5,Sat 3/25,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,55.65,68,24,16,SW,0,0,1013,14,1679770800,-25200
501,Arizona,Tucson,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.89,70.03,37,26,S,0,0,1011,100,1679425200,-25200
502,Arizona,Tucson,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,51.19,62.85,62,21,SW,2.59,0,1015,100,1679511600,-25200
503,Arizona,Tucson,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.31,61.43,38,14,W,0,0,1019,9,1679598000,-25200
504,Arizona,Tucson,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.66,62.06,37,11,W,0,0,1020,21,1679684400,-25200
505,Arizona,Tucson,5,Sat 3/25,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,52.9,67.24,20,20,SW,0,0,1013,55,1679770800,-25200
506,California,Eureka,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.07,53.91,57,11,NW,0,0,996,100,1679428800,-25200
507,California,Eureka,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.78,48.45,94,12,NW,3.1,0,1014,100,1679515200,-25200
508,California,Eureka,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,41.34,47.25,94,15,W,8.89,0,1026,100,1679601600,-25200
509,California,Eureka,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.39,46.44,81,9,NW,5.6,0,1032,100,1679688000,-25200
510,California,Eureka,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.51,43.75,86,12,NW,7.41,0,1029,100,1679774400,-25200
511,California,Los Angeles/Oxnard,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.9,56.03,70,25,S,32.28,0,1006,96,1679428800,-25200
512,California,Los Angeles/Oxnard,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,49.75,54.79,78,17,SW,12.16,0,1015,98,1679515200,-25200
513,California,Los Angeles/Oxnard,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.08,61.84,63,15,SW,0,0,1023,2,1679601600,-25200
514,California,Los Angeles/Oxnard,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.98,59.95,54,11,SW,0,0,1022,24,1679688000,-25200
515,California,Los Angeles/Oxnard,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.84,61.34,38,15,W,0,0,1017,0,1679774400,-25200
516,California,Sacramento,1,Tue 3/21,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,45.03,51.82,94,14,E,12.99,0,998,100,1679428800,-25200
517,California,Sacramento,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.16,54.12,70,8,SE,0.33,0,1014,96,1679515200,-25200
518,California,Sacramento,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.28,56.82,72,8,S,1.46,0,1025,80,1679601600,-25200
519,California,Sacramento,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,38.26,53.87,48,11,NW,0,0,1028,74,1679688000,-25200
520,California,Sacramento,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.14,54.07,38,12,NW,0.77,0,1024,0,1679774400,-25200
521,California,San Diego,1,Tue 3/21,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,50.65,55.78,91,22,SE,33.18,0,1010,100,1679425200,-25200
522,California,San Diego,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.67,57.58,59,20,SW,14.85,0,1017,20,1679511600,-25200
523,California,San Diego,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.36,55.87,75,13,SW,3.65,0,1023,99,1679598000,-25200
524,California,San Diego,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.24,60.62,54,11,SW,0,0,1024,2,1679684400,-25200
525,California,San Diego,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.92,59.88,54,14,W,0,0,1018,86,1679770800,-25200
526,California,San Francisco Bay Area/Monterey,1,Tue 3/21,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,46.62,51.93,83,30,SE,23.01,0,995,82,1679428800,-25200
527,California,San Francisco Bay Area/Monterey,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,46.98,52.61,78,19,SE,16.27,0,1013,78,1679515200,-25200
528,California,San Francisco Bay Area/Monterey,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.34,52.54,69,17,NW,0.61,0,1027,48,1679601600,-25200
529,California,San Francisco Bay Area/Monterey,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.88,51.8,57,20,W,0,0,1029,47,1679688000,-25200
530,California,San Francisco Bay Area/Monterey,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.79,52.38,52,22,NW,0,0,1025,1,1679774400,-25200
531,California,San Joaquin Valley/Hanford,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.64,57.9,59,24,S,28.25,0,1002,49,1679428800,-25200
532,California,San Joaquin Valley/Hanford,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.88,50.95,89,13,E,5.48,0,1013,100,1679515200,-25200
533,California,San Joaquin Valley/Hanford,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,46.4,58.62,57,13,NW,0,0,1025,35,1679601600,-25200
534,California,San Joaquin Valley/Hanford,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,41.74,55.38,54,13,NW,0,0,1027,68,1679688000,-25200
535,California,San Joaquin Valley/Hanford,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.33,54.46,44,17,NW,0,0,1022,2,1679774400,-25200
536,Idaho,Boise,1,Tue 3/21,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.26,47.34,66,6,W,0.37,0.24,1007,80,1679425200,-21600
537,Idaho,Boise,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.66,48.31,76,10,NW,0,0,1006,100,1679511600,-21600
538,Idaho,Boise,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.75,48.58,57,16,W,0.74,0,1014,100,1679598000,-21600
539,Idaho,Boise,4,Fri 3/24,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,27.59,38.05,53,19,W,0,4.97,1023,94,1679684400,-21600
540,Idaho,Boise,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.51,37.89,57,6,NW,0,3.18,1021,100,1679770800,-21600
541,Idaho,Pocatello,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,24.76,35.19,86,9,SE,0,1.65,1010,79,1679425200,-21600
542,Idaho,Pocatello,2,Wed 3/22,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,28.53,36.75,87,6,N,0,3.76,1002,100,1679511600,-21600
543,Idaho,Pocatello,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,30.27,38.89,77,13,SW,0,7.32,1014,100,1679598000,-21600
544,Idaho,Pocatello,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,22.5,30.38,62,26,SW,0,1.83,1020,79,1679684400,-21600
545,Idaho,Pocatello,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,18.79,27.9,57,14,SW,0,3.07,1020,96,1679770800,-21600
546,Montana,Billings,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,25.16,38.28,64,9,N,0,2.73,1012,100,1679425200,-21600
547,Montana,Billings,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,27.25,41.7,51,14,E,0,0,1009,60,1679511600,-21600
548,Montana,Billings,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.14,51.22,43,12,SW,0,0,1007,97,1679598000,-21600
549,Montana,Billings,4,Fri 3/24,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.41,48.87,41,22,W,0.22,4.25,1005,97,1679684400,-21600
550,Montana,Billings,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.69,38.77,39,18,W,0,1.22,1014,100,1679770800,-21600
551,Montana,Glasgow,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,2.75,21.09,88,7,W,0,0.13,1016,95,1679425200,-21600
552,Montana,Glasgow,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,-1.32,24.66,89,6,NE,0,0,1017,38,1679511600,-21600
553,Montana,Glasgow,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,3.58,33.04,92,13,E,0,0,1012,100,1679598000,-21600
554,Montana,Glasgow,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,11.64,30.18,89,10,N,0,0,1009,76,1679684400,-21600
555,Montana,Glasgow,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,18.54,29.88,87,8,N,0,0,1018,99,1679770800,-21600
556,Montana,Great Falls,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,21.78,36.91,53,4,N,0,0.52,1013,3,1679425200,-21600
557,Montana,Great Falls,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,26.85,41.81,38,5,NE,0,0,1009,0,1679511600,-21600
558,Montana,Great Falls,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,30.25,47.68,41,21,SW,0,0,1005,33,1679598000,-21600
559,Montana,Great Falls,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,32.09,41.86,40,18,SW,0,0,1009,7,1679684400,-21600
560,Montana,Great Falls,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.49,38.16,33,10,SW,0,0,1015,100,1679770800,-21600
561,Montana,Missoula,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,21.42,36.5,91,4,NE,0,0.23,1011,75,1679425200,-21600
562,Montana,Missoula,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,15.49,38.91,83,3,NE,0,0,1008,30,1679511600,-21600
563,Montana,Missoula,3,Thu 3/23,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,21.45,39.58,80,9,SW,0,0.69,1010,97,1679598000,-21600
564,Montana,Missoula,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,22.51,31.46,67,12,W,0,2.35,1016,100,1679684400,-21600
565,Montana,Missoula,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,18.09,33.87,64,4,NW,0,0.44,1019,78,1679770800,-21600
566,Nevada,Elko,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,19.87,35.82,62,9,E,0,1.6,1006,100,1679425200,-25200
567,Nevada,Elko,2,Wed 3/22,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,24.26,36.39,84,17,W,0,2.15,1005,100,1679511600,-25200
568,Nevada,Elko,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,26.62,38.61,69,14,SW,0,3.71,1016,99,1679598000,-25200
569,Nevada,Elko,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,22.21,30.4,47,18,W,0,2.32,1027,60,1679684400,-25200
570,Nevada,Elko,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,20.7,27.27,52,12,NW,0,1.59,1022,69,1679770800,-25200
571,Nevada,Las Vegas,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,46.29,54.99,67,16,S,11.09,0,1005,100,1679425200,-25200
572,Nevada,Las Vegas,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,42.31,54.81,36,28,S,1.94,0,1011,7,1679511600,-25200
573,Nevada,Las Vegas,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.95,54.72,47,17,S,0,0,1018,73,1679598000,-25200
574,Nevada,Las Vegas,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.75,59.05,35,9,N,0,0,1020,4,1679684400,-25200
575,Nevada,Las Vegas,5,Sat 3/25,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.99,55.76,30,11,NW,0,0,1015,67,1679770800,-25200
576,Nevada,Reno,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,30.81,39.52,53,13,E,0,3.67,998,100,1679428800,-25200
577,Nevada,Reno,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,31.84,44.28,52,11,W,0.2,0,1009,100,1679515200,-25200
578,Nevada,Reno,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.83,43.39,41,19,SW,0,0,1018,86,1679601600,-25200
579,Nevada,Reno,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.09,39.78,33,17,W,0,0.45,1023,96,1679688000,-25200
580,Nevada,Reno,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,26.92,35.17,35,16,NW,0,3.28,1020,98,1679774400,-25200
581,Oregon,Medford,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,29.91,58.28,33,8,NE,0,0,998,41,1679428800,-25200
582,Oregon,Medford,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,35.67,52.61,57,10,W,6.3,0,1009,100,1679515200,-25200
583,Oregon,Medford,3,Thu 3/23,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.51,47.64,73,11,W,2.58,5.05,1019,100,1679601600,-25200
584,Oregon,Medford,4,Fri 3/24,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,30.22,40.66,74,12,W,0,6.44,1029,100,1679688000,-25200
585,Oregon,Medford,5,Sat 3/25,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,29.7,39.18,73,8,W,0,7.31,1025,100,1679774400,-25200
586,Oregon,Pendleton,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.48,48.34,78,8,SW,3.15,0,1008,96,1679428800,-25200
587,Oregon,Pendleton,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,36.39,52,60,8,SE,0,0,1008,52,1679515200,-25200
588,Oregon,Pendleton,3,Thu 3/23,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,36.34,50.58,43,23,SW,1.78,0.28,1012,100,1679601600,-25200
589,Oregon,Pendleton,4,Fri 3/24,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.32,44.42,41,22,SW,0.85,0.33,1019,98,1679688000,-25200
590,Oregon,Pendleton,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,33.73,44.15,37,19,SW,0,1.08,1018,100,1679774400,-25200
591,Oregon,Portland,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.99,59.72,49,11,NE,0,0,1005,8,1679428800,-25200
592,Oregon,Portland,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,38.97,56.79,55,9,SW,5.79,0,1009,100,1679515200,-25200
593,Oregon,Portland,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.51,45.01,93,15,S,9.14,0,1017,100,1679601600,-25200
594,Oregon,Portland,4,Fri 3/24,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,36.05,43.75,73,10,W,8.53,2.61,1024,100,1679688000,-25200
595,Oregon,Portland,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.63,43.7,86,6,S,4.73,5.93,1023,93,1679774400,-25200
596,Utah,Salt Lake City,1,Tue 3/21,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.95,47.43,47,6,SE,1.31,0.1,1006,100,1679425200,-21600
597,Utah,Salt Lake City,2,Wed 3/22,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.9,40.71,78,17,SE,8.6,8.44,1003,68,1679511600,-21600
598,Utah,Salt Lake City,3,Thu 3/23,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.72,44.06,68,5,SE,1.43,1.88,1015,89,1679598000,-21600
599,Utah,Salt Lake City,4,Fri 3/24,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,29.39,36.7,54,20,W,0,8.14,1024,99,1679684400,-21600
600,Utah,Salt Lake City,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,26.83,34.39,44,7,S,0,2.21,1020,61,1679770800,-21600
601,Washington,Seattle,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.76,53.47,67,9,NW,0,0,1009,88,1679428800,-25200
602,Washington,Seattle,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.2,57.83,55,6,SE,0.62,0,1008,8,1679515200,-25200
603,Washington,Seattle,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.81,45.99,81,16,S,2.39,0,1011,100,1679601600,-25200
604,Washington,Seattle,4,Fri 3/24,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,35.74,46.22,58,10,S,6.07,0.21,1019,100,1679688000,-25200
605,Washington,Seattle,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.36,45.86,49,5,SE,0,0,1021,100,1679774400,-25200
606,Washington,Spokane,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.71,49.66,67,8,N,0,0,1009,93,1679425200,-25200
607,Washington,Spokane,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,30.38,50.65,43,7,S,0,0,1007,2,1679511600,-25200
608,Washington,Spokane,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.21,45.39,74,15,S,0.95,0,1010,100,1679598000,-25200
609,Washington,Spokane,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.45,41.16,51,15,SW,0,0.26,1017,100,1679684400,-25200
610,Washington,Spokane,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,29.1,36.68,75,11,SE,0,0.63,1019,100,1679770800,-25200
